Unnamed: 0,id_x,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,id_y,Emotion_Category
27224,40989,Women,Apparel,Topwear,Tops,White,Sunny,2012.0,Casual,Gini and Jony Girls Milan White Top,4.0,Joy
27226,21182,Men,Footwear,Flip Flops,Flip Flops,Blue,Sunny,2011.0,Casual,ADIDAS Men Adi Neo Tread Blue Flip Flops,13.0,Contentment
27228,39941,Men,Footwear,Shoes,Casual Shoes,Blue,Sunny,2013.0,Casual,Gas Men Bugey Blue Shoes,13.0,Contentment
27230,36135,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Nike Men Revolution White Sports Shoes,4.0,Joy
27231,57102,Women,Apparel,Topwear,Tops,White,Sunny,2012.0,Casual,Elle Women White EssentialsTop,4.0,Joy
27234,32595,Women,Apparel,Topwear,Tops,Pink,Sunny,2012.0,Casual,ONLY Women Pink Top,2.0,Joy
27235,25522,Women,Footwear,Shoes,Flats,Gold,Sunny,2011.0,Casual,Clarks Women Metallic Arizona Ballerinas,34.0,Fear
27236,11717,Men,Apparel,Topwear,Shirts,Yellow,Sunny,2011.0,Casual,Lee Men Check Yellow Shirts,1.0,Joy
27238,55655,Women,Footwear,Shoes,Heels,Olive,Sunny,2013.0,Casual,Catwalk Women Olive Wedges,18.0,Contentment
27239,7959,Men,Apparel,Topwear,Tshirts,White,Rainy,2011.0,Casual,Puma Men's ESS White Polo T-shirt,4.0,Joy
27243,13040,Women,Footwear,Shoes,Heels,Blue,Rainy,2012.0,Casual,Inc 5 Women Casual Blue Flats,13.0,Contentment
27244,7165,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Scullers Men Black & Green Shirt,20.0,Anger
27247,16532,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Locomotive Men Check Blue Shirt,13.0,Contentment
27248,22707,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Nike Men Air Max Run White Sports Shoes,4.0,Joy
27251,31122,Women,Apparel,Topwear,Tops,White,Sunny,2012.0,Casual,Gini and Jony Girls Printed White Top,4.0,Joy
27254,43502,Men,Apparel,Topwear,Tshirts,Grey Melange,Sunny,2012.0,Casual,French Connection Men Grey Melange T-shirt,46.0,Sadness
27255,2625,Women,Footwear,Shoes,Flats,Gold,Rainy,2009.0,Casual,Carlton London Women Wedge Gold Sandal,34.0,Fear
27258,35582,Men,Footwear,Sandal,Sandals,Black,Sunny,2012.0,Casual,Gliders Men Black Sandals,20.0,Anger
27259,7357,Men,Apparel,Topwear,Tshirts,Beige,Rainy,2011.0,Casual,Tantra Men Beige T-shirt,14.0,Contentment
27261,34450,Women,Footwear,Shoes,Flats,Gold,Rainy,2012.0,Casual,Rocia Women Gold Sandals,34.0,Fear
27263,14057,Men,Apparel,Topwear,Tshirts,Black,Rainy,2011.0,Casual,Flying Machine Men Printed Black Polo Tshirts,20.0,Anger
27264,20262,Men,Apparel,Topwear,Tshirts,Navy Blue,Rainy,2011.0,Casual,Wrangler Men Tee Navy Blue T-shirt,37.0,Neutral
27265,5400,Women,Footwear,Shoes,Sports Shoes,Blue,Sunny,2011.0,Sports,Kalenji Kiprun 1000l  Blue/grey,13.0,Contentment
27267,15185,Men,Apparel,Topwear,Sweaters,Black,Rainy,2011.0,Casual,Arrow Sport Men Solid Black Sweaters,20.0,Anger
27269,40387,Women,Apparel,Topwear,Tops,Orange,Sunny,2012.0,Casual,Tokyo Talkies Women Orange Top,3.0,Joy
27272,11525,Women,Apparel,Topwear,Tops,White,Rainy,2011.0,Casual,United Colors of Benetton Women White Top,4.0,Joy
27278,2241,Men,Apparel,Topwear,Tshirts,Green,Rainy,2010.0,Sports,ADIDAS Men Green T-shirt,12.0,Contentment
27282,34034,Men,Apparel,Topwear,Shirts,Navy Blue,Sunny,2012.0,Casual,Palm Tree Boys Check Navy Blue Shirt,37.0,Neutral
27283,23083,Men,Apparel,Topwear,Shirts,Multi,Rainy,2011.0,Casual,Arrow Sport Men Multi Coloured Check Shirt,42.0,Neutral
27285,16364,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,Peter England Men Stripes White Shirt,4.0,Joy
27286,22151,Men,Footwear,Sandal,Sandals,Black,Sunny,2011.0,Casual,Lee Cooper Men Black Casual Sandals,20.0,Anger
27288,7733,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Fila Men's Dragger Red Black Shoe,20.0,Anger
27289,46414,Men,Apparel,Bottomwear,Trousers,Black,Sunny,2012.0,Casual,ADIDAS Men Black Trousers,20.0,Anger
27292,14433,Women,Footwear,Shoes,Heels,Brown,Sunny,2012.0,Casual,Enroute Women Casual Brown Flats,27.0,Sadness
27294,44343,Men,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,Indian Terrain Men Red T-shirt,0.0,Joy
27297,10093,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Reebok Men Racehound White Sports Shoes,4.0,Joy
27300,36551,Women,Apparel,Topwear,Tunics,White,Sunny,2012.0,Casual,AND by Anita Dongre Women White Tunic,4.0,Joy
27306,41403,Women,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,Wrangler Women Red T-shirt,0.0,Joy
27310,11373,Women,Apparel,Topwear,Tops,Pink,Rainy,2011.0,Casual,United Colors Of Benetton Women Light Winter Pink Tops,2.0,Joy
27312,24094,Men,Apparel,Topwear,Tshirts,Red,Rainy,2011.0,Casual,Manchester United Men Red Striped T-shirt,0.0,Joy
27314,43354,Men,Footwear,Shoes,Sports Shoes,Grey,Sunny,2012.0,Sports,Reebok Men Grey Fuel Techno Sports Shoes,28.0,Sadness
27315,13424,Women,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,United Colors of Benetton Women Black Polo T-shirts,20.0,Anger
27317,8549,Men,Apparel,Topwear,Tshirts,Orange,Rainy,2011.0,Casual,Basics Men Orange Polo T-shirt,3.0,Joy
27319,28659,Men,Footwear,Shoes,Sports Shoes,Grey,Sunny,2012.0,Sports,Nike Men Air Max Grey Sports Shoes,28.0,Sadness
27320,50743,Men,Footwear,Shoes,Casual Shoes,Brown,Rainy,2018.0,Casual,Red Chief Men Brown Shoes,27.0,Sadness
27322,34206,Men,Apparel,Topwear,Tshirts,Beige,Sunny,2012.0,Casual,Proline Men Beige T-shirt,14.0,Contentment
27323,7501,Women,Apparel,Topwear,Tshirts,Purple,Sunny,2011.0,Sports,Nike Women's Smash Purple T-shirt,26.0,Sadness
27325,16156,Men,Footwear,Shoes,Formal Shoes,Black,Rainy,2011.0,Formal,Enroute Men Leather Black Formal Shoes,20.0,Anger
27327,22363,Men,Apparel,Topwear,Jackets,Navy Blue,Rainy,2011.0,Casual,ADIDAS Men Ess 3S Rain Jkt Navy Blue Jacket,37.0,Neutral
27328,54125,Women,Footwear,Shoes,Heels,Brown,Rainy,2012.0,Casual,Rocia Women Brown Heels,27.0,Sadness
27330,3367,Women,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Asics Women Gel Strike 2 Running Pink White Shoe,4.0,Joy
27332,42040,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2013.0,Sports,Nike Men White Air Quick Handle Sports Shoes,4.0,Joy
27333,12730,Men,Apparel,Topwear,Sweatshirts,Blue,Rainy,2011.0,Casual,Timberland Men Solid Blue Sweatshirts,13.0,Contentment
27334,47532,Women,Footwear,Shoes,Flats,Black,Rainy,2012.0,Ethnic,Portia Women Black & Gold-Toned Sandals,20.0,Anger
27335,6615,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2011.0,Casual,Spykar Men's Yellow Sea Green Stripe T-shirt,1.0,Joy
27336,54919,Men,Apparel,Bottomwear,Shorts,Olive,Sunny,2012.0,Casual,Do u speak green Men Olive 3/4th Pant,18.0,Contentment
27337,23077,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Casual,Arrow Sport Men White Striped Shirt,4.0,Joy
27338,17242,Men,Apparel,Topwear,Tshirts,Navy Blue,Rainy,2011.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt,37.0,Neutral
27340,51457,Women,Apparel,Dress,Dresses,Black,Sunny,2012.0,Casual,Tonga Women Black Dress,20.0,Anger
27341,16390,Men,Apparel,Bottomwear,Trousers,Olive,Sunny,2013.0,Formal,Peter England Men Solid Olive Trouser,18.0,Contentment
27343,4142,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2011.0,Casual,Fila Men's Breath Black Red Shoe,20.0,Anger
27344,11989,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Classic Polo Men Solid Blue Tshirts,13.0,Contentment
27346,21720,Women,Footwear,Shoes,Heels,Black,Rainy,2015.0,Casual,Catwalk Women Casual Black Heels,20.0,Anger
27347,15515,Men,Footwear,Shoes,Casual Shoes,Grey,Rainy,2011.0,Casual,Rockport Men Utara L2T Grey Casual Shoes,28.0,Sadness
27348,5090,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,Wrangler Men's Worn Across Grey Melange T-shirt,28.0,Sadness
27352,10067,Men,Apparel,Topwear,Tshirts,Yellow,Rainy,2011.0,Casual,Puma Men punk logo tee Yellow Tshirts,1.0,Joy
27353,24252,Men,Footwear,Shoes,Casual Shoes,White,Rainy,2012.0,Casual,Numero Uno Men White Casual Shoes,4.0,Joy
27354,15727,Women,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Nike Women Downshifter 4 MSL White Sports Shoes,4.0,Joy
27355,32939,Women,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,ADIDAS Neo Women Renewal Black Shoes,20.0,Anger
27356,4370,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,Free Authority Men's Army Washed Grey T-shirt,28.0,Sadness
27359,53132,Women,Footwear,Shoes,Heels,Grey,Rainy,2015.0,Casual,Catwalk Women Grey Flats,28.0,Sadness
27360,11387,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,United Colors of Benetton Men Light Winter Blue Shirts,13.0,Contentment
27363,10255,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Locomotive Men Stripes Blue Shirts,13.0,Contentment
27367,12502,Men,Apparel,Topwear,Tshirts,Red,Rainy,2011.0,Casual,United Colors of Benetton Men Short Red Tshirts,0.0,Joy
27370,23245,Men,Footwear,Shoes,Formal Shoes,Coffee Brown,Rainy,2011.0,Formal,Arrow Men Formal Coffee Brown Shoes,45.0,Sadness
27375,3969,Women,Apparel,Topwear,Tops,Black,Sunny,2011.0,Casual,Jealous 21 Women Black V Neck With Sequins Top,20.0,Anger
27376,14291,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Classic Polo Men Stripes Blue Tshirts,13.0,Contentment
27378,21176,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,ADIDAS Men Theodore White Sports Shoe,4.0,Joy
27380,15343,Women,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Sports,Nike Women Printed Blue Tshirts,13.0,Contentment
27382,56818,Men,Apparel,Topwear,Shirts,Grey,Sunny,2012.0,Casual,John Players Men Grey Shirt,28.0,Sadness
27383,10631,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2013.0,Casual,Carlton London Men CL semi-cas Black Casual Shoes,20.0,Anger
27386,40141,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Gini and Jony Boys Core Blue T-shirt,13.0,Contentment
27387,20898,Women,Footwear,Shoes,Heels,Brown,Rainy,2015.0,Casual,Catwalk Women Brown  Casual Flats,27.0,Sadness
27388,39189,Women,Footwear,Shoes,Heels,Red,Rainy,2015.0,Casual,Catwalk Women Red Sandals,0.0,Joy
27389,32561,Women,Apparel,Bottomwear,Jeans,Peach,Sunny,2012.0,Casual,ONLY Women Peach Jeans,6.0,Joy
27392,3531,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2011.0,Casual,Myntra Men's Creative Designs Navy Blue T-shirt,37.0,Neutral
27395,7191,Women,Apparel,Bottomwear,Jeans,Grey,Rainy,2011.0,Casual,Jealous 21 Women Jealous Grey Jegging,28.0,Sadness
27396,23621,Women,Apparel,Dress,Dresses,Navy Blue,Rainy,2011.0,Casual,Doodle Kids Girls Navy Blue Floral Print Dress,37.0,Neutral
27397,17414,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Lotto Men Millennia White Sports Shoe,4.0,Joy
27399,6043,Men,Apparel,Topwear,Tshirts,Red,Sunny,2011.0,Casual,UCB Men's Polo Neck With Lion Logo Red T-shirt,0.0,Joy
27400,13888,Men,Apparel,Bottomwear,Trousers,Navy Blue,Rainy,2011.0,Casual,Scullers Men Solid Navy Blue Trousers,37.0,Neutral
27401,3703,Women,Apparel,Topwear,Tshirts,Purple,Sunny,2011.0,Casual,Tantra Women Ornament Lavender Long T-shirt,26.0,Sadness
27404,12354,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,Reid & Taylor Men Solid White Shirts,4.0,Joy
27406,54541,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2012.0,Sports,F Sports Men Black Hurricane Sports Shoes,20.0,Anger
27407,13286,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Gini and Jony Kids Boys Check Black Shirts,20.0,Anger
27408,9239,Men,Apparel,Topwear,Shirts,Green,Rainy,2011.0,Formal,Mark Taylor Men Green Striped Shirt,12.0,Contentment
27411,46084,Women,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,ADIDAS Women White Aerostar Sports Shoes,4.0,Joy
27413,6271,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,UCB Men's Details Grey T-shirt,28.0,Sadness
27415,17626,Men,Apparel,Topwear,Jackets,White,Rainy,2011.0,Sports,ADIDAS Men Solid White Jacket,4.0,Joy
27417,53764,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Puma Men Blue Striped T-shirt,13.0,Contentment
27418,1868,Men,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Casual,Inkfruit Mens Facebook Like T-shirt,4.0,Joy
27419,37221,Men,Apparel,Topwear,Shirts,Olive,Sunny,2012.0,Casual,United Colors of Benetton Boys Check Olive Shirt,18.0,Contentment
27420,45601,Men,Footwear,Shoes,Formal Shoes,Black,Sunny,2012.0,Formal,Arrow Men Black Formal Shoes,20.0,Anger
27421,4526,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2011.0,Sports,Puma Men's Tergament Black Beige Silver Shoe,20.0,Anger
27423,15171,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2012.0,Casual,Arrow Sport Men Blue Polo Tshirts,13.0,Contentment
27424,40373,Women,Apparel,Topwear,Tops,White,Sunny,2012.0,Casual,Tokyo Talkies Women White Top,4.0,Joy
27425,10403,Women,Apparel,Topwear,Tops,Purple,Rainy,2011.0,Casual,Jealous 21 Women Uri Purple Tops,26.0,Sadness
27427,10863,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Wrangler Men True Riders Blue T-Shirts,13.0,Contentment
27429,4946,Men,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Casual,Gini and Jony Boy's Kaniel White Yellow Infant Kidswear,4.0,Joy
27432,38635,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Nike Men Blue Cricket Chennai T-shirt,13.0,Contentment
27433,23873,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,ADIDAS Men Blue T-shirt,13.0,Contentment
27434,9665,Men,Apparel,Topwear,Shirts,Purple,Rainy,2011.0,Casual,Indigo Nation Men Bling PC Purple Shirts,26.0,Sadness
27435,18232,Men,Apparel,Topwear,Tshirts,Black,Rainy,2011.0,Casual,Manchester United Men Printed Black Tshirt,20.0,Anger
27436,12708,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Nike Men Lunareclipse White Sports Shoes,4.0,Joy
27439,49490,Men,Footwear,Shoes,Casual Shoes,Maroon,Sunny,2012.0,Casual,Vans Men Grey & Maroon Mid Skool 77 Shoes,44.0,Sadness
27441,54921,Women,Apparel,Bottomwear,Capris,Olive,Sunny,2012.0,Casual,Do u speak green Women Olive Capris,18.0,Contentment
27442,29575,Men,Footwear,Shoes,Casual Shoes,Charcoal,Sunny,2012.0,Casual,Vans Men Era Charcoal Shoes,29.0,Sadness
27444,18000,Men,Apparel,Bottomwear,Track Pants,Black,Rainy,2010.0,Casual,Puma Men Black Track Pants,20.0,Anger
27447,9457,Men,Apparel,Topwear,Shirts,Red,Rainy,2011.0,Formal,John Miller Men Red white Shirts,0.0,Joy
27448,8585,Men,Apparel,Topwear,Shirts,Purple,Rainy,2011.0,Casual,Scullers Men Scul Purple Shirts,26.0,Sadness
27450,17048,Men,Footwear,Sandal,Sandals,Tan,Sunny,2013.0,Casual,Gas Men Santa Monica Slipper,25.0,Anger
27451,3951,Women,Apparel,Topwear,Tops,Navy Blue,Sunny,2011.0,Casual,Jealous 21 Women Navy Top With Pink Flower Top,37.0,Neutral
27455,32901,Women,Apparel,Bottomwear,Trousers,White,Sunny,2012.0,Casual,Allen Solly Woman White Trousers,4.0,Joy
27458,24058,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Locomotive Men Blue T-shirt,13.0,Contentment
27460,3509,Men,Footwear,Sandal,Sandals,Blue,Rainy,2011.0,Casual,ADIDAS Men New Navy Clear White Sandal,13.0,Contentment
27462,9033,Men,Footwear,Shoes,Casual Shoes,Red,Rainy,2012.0,Casual,Buckaroo Men Diana Red Shoes,0.0,Joy
27465,40945,Women,Apparel,Topwear,Tops,Navy Blue,Sunny,2012.0,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top,37.0,Neutral
27466,56820,Men,Apparel,Topwear,Shirts,Multi,Sunny,2012.0,Casual,John Players Men Multi Coloured Shirt,42.0,Neutral
27467,59054,Women,Footwear,Shoes,Heels,Silver,Rainy,2012.0,Casual,Carlton London Women Silver Heels,39.0,Neutral
27471,32559,Women,Apparel,Bottomwear,Jeans,Black,Sunny,2012.0,Casual,ONLY Women Black Jeans,20.0,Anger
27474,41299,Women,Apparel,Topwear,Tops,Pink,Sunny,2012.0,Casual,Gini and Jony Girls Pink Top,2.0,Joy
27475,15975,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Turtle Solid Men Black Shirt,20.0,Anger
27476,19784,Men,Apparel,Topwear,Tshirts,Green,Rainy,2016.0,Casual,U.S. Polo Assn. Men Solid Green Tshirt,12.0,Contentment
27477,26159,Men,Apparel,Bottomwear,Trousers,Navy Blue,Sunny,2012.0,Formal,John Miller Men Striped Navy Blue Trousers,37.0,Neutral
27479,9201,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Puma Men Faas 300 White Shoes,4.0,Joy
27481,18656,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Fila Men Thunder Black Basketball Sports Shoes,20.0,Anger
27482,26965,Women,Apparel,Topwear,Shirts,Blue,Sunny,2012.0,Casual,Jealous 21 Women Check Blue Shirt,13.0,Contentment
27484,30800,Men,Apparel,Topwear,Shirts,Navy Blue,Sunny,2012.0,Ethnic,Fabindia Men Striped Navy Blue Shirt,37.0,Neutral
27485,6249,Women,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,Lee Women's Misha Rider Grey T-shirt,28.0,Sadness
27487,31328,Men,Footwear,Shoes,Formal Shoes,Brown,Sunny,2012.0,Casual,Franco Leone Men Brown Formal Shoes,27.0,Sadness
27490,7961,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Sports,Puma Men's Graphic Mood Indigo Navy T-shirt,13.0,Contentment
27491,13078,Men,Footwear,Shoes,Casual Shoes,White,Rainy,2012.0,Casual,Numero Uno Men White Casual Shoes,4.0,Joy
27492,18490,Women,Footwear,Shoes,Casual Shoes,Black,Rainy,2011.0,Casual,Puma Women Vogue Black Shoes,20.0,Anger
27494,12996,Men,Footwear,Shoes,Casual Shoes,Brown,Rainy,2011.0,Casual,Timberland Kids Boys Brown Casual Shoes,27.0,Sadness
27495,35788,Women,Footwear,Shoes,Heels,Black,Sunny,2012.0,Casual,Enroute Women Black Heels,20.0,Anger
27496,13844,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Reebok Men Walk Max PU Black Sports Shoes,20.0,Anger
27501,41863,Men,Footwear,Sandal,Sandals,Black,Sunny,2016.0,Casual,Estd. 1977 Men Black Sandals,20.0,Anger
27503,39979,Men,Footwear,Shoes,Casual Shoes,Beige,Sunny,2013.0,Casual,Gas Men Flint Grey Shoes,14.0,Contentment
27508,5438,Women,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Casual,Ant Kids Girl's Humming Birds Blue Kidswear,13.0,Contentment
27509,58340,Women,Footwear,Flip Flops,Flip Flops,Pink,Sunny,2012.0,Casual,Lotto Women Pink Flip Flops,2.0,Joy
27510,21388,Women,Footwear,Shoes,Heels,Bronze,Rainy,2015.0,Casual,Catwalk Women Casual Bronze Heels,23.0,Anger
27512,57308,Women,Footwear,Shoes,Heels,Black,Rainy,2012.0,Casual,Rocia Women Black Flats,20.0,Anger
27514,15981,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Turtle Check Men Black Shirt,20.0,Anger
27517,19770,Men,Footwear,Sandal,Sandals,Black,Sunny,2012.0,Casual,ADIDAS Men Feather Black Sandals,20.0,Anger
27519,8327,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Doodle Boy's Stripper Green Teen Kidswear,12.0,Contentment
27522,26991,Women,Apparel,Bottomwear,Jeans,Grey,Sunny,2012.0,Casual,Jealous 21 Women Washed Grey Jeans,28.0,Sadness
27523,16738,Men,Footwear,Flip Flops,Flip Flops,Green,Rainy,2011.0,Casual,Lotto Men DI Mare Green Slipper,12.0,Contentment
27527,11945,Men,Footwear,Sandal,Sandals,Red,Sunny,2012.0,Casual,Ganuchi Men Casual Red Sandals,0.0,Joy
27529,58724,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Puma Men Blue & White T-shirt,13.0,Contentment
27530,41609,Men,Apparel,Topwear,Shirts,Red,Sunny,2012.0,Casual,Basics Men Red & Black Checked Slim Fit Shirt,0.0,Joy
27533,5860,Women,Apparel,Topwear,Tshirts,Pink,Sunny,2011.0,Casual,ADIDAS Women Beat Pink T-shirt,2.0,Joy
27535,23887,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Sports,Fila Men Clutch Black Sports Shoes,20.0,Anger
27536,9691,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Classic Polo Men Ikon Blue Polo Tshirts,13.0,Contentment
27537,2279,Men,Apparel,Topwear,Tshirts,Red,Rainy,2010.0,Sports,Nike Mens Nike Sphere Red T-shirt,0.0,Joy
27538,34830,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,ADIDAS Men Bolt White Sports Shoes,4.0,Joy
27540,8743,Men,Apparel,Topwear,Shirts,Green,Rainy,2011.0,Casual,Indigo Nation Men Checks  Green Shirt,12.0,Contentment
27541,28453,Women,Apparel,Bottomwear,Leggings,Maroon,Sunny,2012.0,Casual,Urban Yoga Women Maroon Leggings,44.0,Sadness
27545,22169,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2012.0,Casual,Timberland Men Black Casual Shoes,20.0,Anger
27546,29581,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2012.0,Casual,Puma Men Vintage Yellow T-shirt,1.0,Joy
27547,27629,Men,Apparel,Bottomwear,Shorts,Brown,Sunny,2012.0,Casual,Scullers Men Check Brown Shorts,27.0,Sadness
27550,3199,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,Tantra Men's Vegetarian Grey T-shirt,28.0,Sadness
27552,19126,Men,Footwear,Flip Flops,Flip Flops,Brown,Rainy,2011.0,Casual,Lotto Men Straight Brown Slippers,27.0,Sadness
27555,28661,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Casual,Nike Men Air Max Full Court 2 Black Shoes,20.0,Anger
27556,2877,Women,Footwear,Shoes,Heels,Brown,Rainy,2015.0,Casual,Catwalk Women Rose Mary Flats,27.0,Sadness
27557,7539,Men,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Sports,Nike Men's White Polo T-shirt,4.0,Joy
27559,58516,Women,Apparel,Topwear,Tops,Grey,Sunny,2012.0,Casual,Tonga Women Grey Top,28.0,Sadness
27560,14639,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Casual,Probase Men Classic Check White Shirts,4.0,Joy
27561,33827,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Puma Men Axis White Sports Shoes,4.0,Joy
27565,10299,Women,Footwear,Shoes,Heels,Black,Rainy,2013.0,Casual,Clarks Women Black Leather Wedges,20.0,Anger
27567,26166,Men,Apparel,Bottomwear,Trousers,Black,Sunny,2012.0,Formal,John Miller Men Striped Black Trousers,20.0,Anger
27572,3704,Women,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2011.0,Casual,Tantra Women's Ornament Navy Long T-shirt,37.0,Neutral
27575,46083,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,ADIDAS Men White Pluto Sports Shoes,4.0,Joy
27576,35571,Men,Footwear,Shoes,Casual Shoes,Brown,Sunny,2013.0,Casual,Arrow Men Brown Casual Shoes,27.0,Sadness
27578,17621,Women,Apparel,Bottomwear,Leggings,Pink,Rainy,2011.0,Casual,Doodle Girls Lace Bow LT.Pink Leggings,2.0,Joy
27580,27888,Women,Apparel,Topwear,Shirts,White,Sunny,2012.0,Formal,Scullers for Her Women White Check Shirt,4.0,Joy
27581,47151,Women,Apparel,Bottomwear,Capris,Black,Sunny,2012.0,Casual,Gini and Jony Kids Girls Black Capris,20.0,Anger
27584,53763,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Puma Men Blue T-shirt,13.0,Contentment
27587,4521,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Puma Men's Axis White Black Lime Shoe,4.0,Joy
27588,45606,Men,Footwear,Shoes,Formal Shoes,Brown,Sunny,2012.0,Formal,Arrow Men Brown Formal Shoes,27.0,Sadness
27589,24631,Men,Footwear,Flip Flops,Flip Flops,Red,Rainy,2011.0,Casual,ADIDAS Men Adi BB Slide Red Flip Flops,0.0,Joy
27590,10404,Women,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Jealous 21 Women Ummi Black Shirt,20.0,Anger
27592,33686,Men,Footwear,Shoes,Casual Shoes,Teal,Rainy,2012.0,Casual,Cobblerz Men Teal Blue Casual Shoes,43.0,Contentment
27594,14296,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Classic Polo Men Printed pack of 3 Tshirts,12.0,Contentment
27597,15344,Women,Apparel,Bottomwear,Tracksuits,Black,Rainy,2011.0,Sports,Nike Women Solid Black Tracksuits,20.0,Anger
27598,21171,Women,Apparel,Topwear,Tops,Black,Rainy,2011.0,Casual,s.Oliver Women Solid Black Top,20.0,Anger
27599,40146,Women,Apparel,Bottomwear,Capris,Black,Sunny,2012.0,Casual,Gini and Jony Girls Elasticated Black Capris,20.0,Anger
27602,10636,Men,Footwear,Shoes,Casual Shoes,Green,Rainy,2012.0,Casual,Carlton London Men Semi oxfords Green Casual Shoes,12.0,Contentment
27604,32566,Women,Apparel,Topwear,Tops,Peach,Sunny,2012.0,Casual,ONLY Women Smock Peach Top,6.0,Joy
